Unnamed: 0,Incident-ID,Status,Betreff,Beschreibung,Lösungsbeschreibung,Anfrageart,Gelöst Dauer in h,Erstellt Datum Zeit,Incident-Typ,Herkunft,edited,intent,webhelp article,webhelp article 2,webhelp article 3,webhelp article 4
,20210208-0172,Geschlossen,Moodboard Mobile-Ansicht,"ich hatte letzte Woche mit einem D&K Studiengang eine längere Diskussion bezüglich den Moodboards auf ihrer Seite:
https://www.hslu.ch/de-ch/design-kunst/studium/bachelor/illustration/
 
Leider werden die Moodboards in der Mobile-Version nicht richtig angezeigt, obwohl die jeweiligen Bilddateien im Sitecore im richtigen Format und Verhältnis eingefügt wurden. (750x300)
Wir haben einige Versuche gemacht und haben folgendes beobachtet:
Am Desktop in der Mobile-View: Moodboards werden korrekt angezeigt.
Am iPhone im Hochformat: Moodboards werden abgeschnitten angezeigt. (Printscreen im Anhang) ÃƒÂ  Problem
Am iPhone im Querformat: Moodboards werden korrekt angezeigt.
 
Könnt ihr mir hier weiterhelfen, weswegen das so ist und was man ändern kann? (Kann man überhaupt was ändern?)","Bei mobilen Geräten ist es schwierig, ein Format zu finden, das für alle Geräte passt. Aus diesem Grund hat man sich für dieses Format entschieden mit dem Hinweis, dass der Viewpoint mittig sein soll, weil je nach Gerät rechts und links etwas abgeschnitten werden könnte. Somit kann leider nicht verhindert werden, dass es teilweise nicht vollständig angezeigt wird. 
Aus diesem Grund raten wir z.B. eher davon ab, bei Moodboards Bilder mit Text zu verwenden, weil ein Abschneiden dort natürlich ganz doof wäre. 
Ansonsten, wenn es dennoch ganz wichtige Infos sind, müsste einfach mit einigen gängigen Smartphones getestet werden, mit welchem Bildausschnitt es am besten aussieht oder es müsste darüber nachgedacht werden, diese Infos nicht im Moodboard sondern anderswo zu platzieren. (Bildergalerie/Bildergeschichte, da gibts auch mehr Möglichkeiten mit den Formaten).",Dokumentation nicht gelesen,2.42,08.02.2021 12:08,Service Request,E-Mail,no,moodboard mobile formatting,ticket,https://applsupport.hslu.ch/webhelp/index.html?hm_bild.htm,,
,20210414-0091,Geschlossen,Verlinkungen Englisch,"Ich bin gerade die dabei die englischen Seiten für unser CC zu erstellen. 
 
Wie funktioniert das denn mit den Verlinkungen? Muss man jeden Link neu setzen auf die entsprechende Version in Englisch? Wenn ja wie funktioniert das, dass man auf die englische Seite verlinkt?
","Das funktioniert dynamisch. Man setzt den Link ja immer relativ/intern, indem man eine Seite aus dem ""Seitenbaum"" auswählt. Sobald Ziel- und Ausgangsseite in englisch existiert, wird der Link entsprechend angepasst. Problematisch wirds, wenn man eine URL auf eine andere Seite unter www.hslu.ch reinkopiert. Dies soll aber sowieso nie gemacht werden.
",Dokumentation nicht gelesen,3.33,14.04.2021 13:40,Service Request,E-Mail,no,english site links,no,,,
,20210512-0139,Geschlossen,Verlinkungen_funktionieren nicht,"Das CC «Fluidmechanik und Hydromaschinen» ändert nun seinen Namen auf CC «Fluidmechanik und numerische Methoden». Ich habe das URL auf ihrer Seite angepasst, reicht das, oder soll noch etwas im System gemacht werden, oder die Verlinkungen angepasst oder noch was?
","Wenn Seiten umbenennt, verschoben oder gelöscht werden oder die URL einer Seite geändert wird, muss vorher überlegt werden, ob Umleitungen eingerichtet werden müssen. Umleitungen sind nicht bei allen Seiten nötig. Sie werden erst dann eingerichtet wenn das Suchmaschinen Ranking der Seite relevant ist, die Seite viele Seitenaufrufe hat oder intern auf der Website viele Verlinkungen auf diese Seite führen (also eigentlich immer dann, wenn die alte URL weiterhin funktionieren soll). Wichtig ist, dass diese Umleitungen eingerichtet werden bevor die Seite umbenannt, verschoben oder gelöscht wird. Schickt bitte alle Umleitungen, die eingerichtet werden müssen an [websupport@hslu.ch](mailto:websupport@hslu.ch). Bitte die alte und neue URL angeben, sowie was mit der Seite gemacht wird (verschieben, umbenennen, löschen). Falls es mehrere Umleitungen sind gerne in einer Exceltabelle. Sobald wir die Umleitungen eingerichtet haben geben wir euch bescheid und ihr könnt dann die Seiten umbenennen, verschieben oder löschen.
Um eine Seite umzubennenen, kann so vorgegangen werden:
Um Seiten nach deren Erstellung umzubenennen ins Backend navigieren
Im Backend zur umzubenennenden Seite navigieren und den Befehl ""Home > Rename"" wählen und im folgenden Dialog den neuen Seiten-Namen inklusive Präfix eingeben.
Mehr Infos danzu [hier](https://applsupport.hslu.ch/webhelp/index.html?hm_seite_umbenennen.htm)",Dokumentation nicht gelesen,1.41,12.05.2021 15:35,Service Request,E-Mail,no,site rename,https://applsupport.hslu.ch/webhelp/index.html?hm_seite_umbenennen.htm,,,
,20210721-0121,Geschlossen,moodboard mobilde,"Ich habe bei dem Shared Moodboard «h 2021 wb weiterbildungskonfigurator» (Shared > Moodboards > h) die Mobile-Version hinterlegt, in den richtigen Massen 750x300, allerdings wird es komisch angezeigt, siehe Screenshot. Ich habe alles neu zugeschnitten und neu verlinkt, aber das Problem besteht immer noch. Das Moodboard ist auf https://www.hslu.ch/de-ch/hochschule-luzern/weiterbildung/ und auf https://www.hslu.ch/de-ch/informatik/weiterbildung/ hinterlegt und wird beidesmal nicht richtig angezeigt.
 
Könnt ihr mir weiterhelfen? 
","Bei mobilen Geräten ist es schwierig, ein Format zu finden, das für alle Geräte passt. Aus diesem Grund hat man sich für dieses Format entschieden mit dem Hinweis, dass der Viewpoint mittig sein soll, weil je nach Gerät rechts und links etwas abgeschnitten werden könnte. Somit kann leider nicht verhindert werden, dass es teilweise nicht vollständig angezeigt wird. 
Aus diesem Grund raten wir z.B. eher davon ab, bei Moodboards Bilder mit Text zu verwenden, weil ein Abschneiden dort natürlich ganz doof wäre. 
Ansonsten, wenn es dennoch ganz wichtige Infos sind, müsste einfach mit einigen gängigen Smartphones getestet werden, mit welchem Bildausschnitt es am besten aussieht oder es müsste darüber nachgedacht werden, diese Infos nicht im Moodboard sondern anderswo zu platzieren. (Bildergalerie/Bildergeschichte, da gibts auch mehr Möglichkeiten mit den Formaten).",Dokumentation nicht gelesen,14.79,21.07.2021 17:38,Service Request,E-Mail,no,moodboard mobile formatting,ticket,https://applsupport.hslu.ch/webhelp/index.html?hm_bild.htm,,
,20211013-0174,Geschlossen,WG: Seite Weiterbildung,"Ich habe gerade in Sitecore nachgeschaut und es schaut nach meiner Meinung alles ok aus.
Wenn es ein Problem geben würde, dann das Moodboard mit dem Weiterbildungskonfigurator, zu welchem ich keine Zugang finde.
 
Allerdings scheint das Problem nicht durchgehend zu sein, mal erscheint das richtige Bild und mal nicht.
 
","Für mobile und Desktop sind unterschiedliche Moodboards zugewiesen. Die sind nicht automatisch gleich und müssen bei mobile und bei Desktop separat zugewiesen bzw. entfernt werden. Wird das Moodboard in der mobilen Version falsch oder gar nicht angezeigt, liegt es oft daran, dass kein mobiles Moodboard erstellt wurde oder dieses nicht vollständig konfiguriert wurde. 
1. In der Media Library muss ein seperates Bild für die Desktop und MoileMoodboardversion hochgeladen werden. 
2. Beim Zuweisen von Bild zum Moodboard, muss bei mobile das mobile Bild ausgwählt werden.
3. Bei den Page Options muss der Seite sowohl ein Desktop Moodboard als auch ein mobiles Moodboard zugewiesen werden. 
Hier die Anleitungslinks dazu:
https://applsupport.hslu.ch/webhelp/hm_neues_bild_direkt_hochladen.htm
https://applsupport.hslu.ch/webhelp/index.html?hm_eigene_und___oder_shared_slide.htm",Dokumentation nicht gelesen,3.37,13.10.2021 19:07,Service Request,E-Mail,no,moodboard mobile,no,,,
,20211015-0100,Geschlossen,AW: sitecore - myCampus: Schreibrecht,"Ich wollte unter dem unten angegebenen Pfad im sitecore  myCampus eine Änderung vornehmen, doch scheine ich keine Schreibrechte zu haben (vgl. unten).
Müsste ich mich diesbezüglich an die Informatik-Hotline wenden?","Die Berechtigungen in Sitecore sind via Bereiche (sprich bei uns Departemente) definiert. Sobald du auf einer Seite bist, die  zu deinem Departement gehört sollte diese Meldung verschwinden. Schreibrechte werden vom Service Desk vergeben (servicedesk@hslu.ch).
",Dokumentation nicht gelesen,4.39,15.10.2021 14:46,Service Request,E-Mail,no,authorization,no,,,
,20211105-0064,Geschlossen,Webseite: Speaker Titel,"Bei mir wird der Titel und das Intro auf der Englischen Seite nicht angezeigt. 
https://www.hslu.ch/en/lucerne-school-of-engineering-architecture/about-us/campus/events/2021/11/26/facade-2021/speakers-2021/
 
Könntet ihr mir vielleicht weiterhelfen, woran das liegt?
","Es ist möglich, dass der Fallback bei Englischen Seiten nicht beachtet wurde. Ich habe die beiden Boxen in Englisch nochmals gespeichert. Dadurch sollte das Problem behoben sein. In der Vorschau wird es nun angezeigt. Bitte dazu nochmals die Webhelp durchlesen für weitere Seiten: https://applsupport.hslu.ch/webhelp/hm_sprachversion.htmhttps://applsupport.hslu.ch/webhelp/hm_sprachversion.htm
",Dokumentation nicht gelesen,4,05.11.2021 12:32,Service Request,E-Mail,no,site structure german english,https://applsupport.hslu.ch/webhelp/hm_sprachversion.htmhttps://applsupport.hslu.ch/webhelp/hm_sprachversion.htm,,,
,20211221-0006,Geschlossen,Online Info-Box,"Wisst ihr an was es liegt, dass der Link zu den Online Info-Events im Master BA immer nur deutsch oder englisch hinterlegt werden kann und es dann den Link auf der Page der anderen Sprache überscheibt?
 
https://www.hslu.ch/en/lucerne-school-of-business/degree-programmes/master/business-administration/
","Bei Verlinkungen zu einer Sitecore Seite sollte die Verlinkung über den Baum zur entsprechenden Seite eingefügt werden. So wird dann die Seite auch immer in der richtigen Sprachversion dargestellt. Verlinkt man eine Seite über einen externen Link kann immer nur entweder die deutsche oder die englische URL hinterlegt werden.
Mehr Infos dazu findest du [hier](https://applsupport.hslu.ch/webhelp/index.html?hm_links-einfuegen.htm).
 ",Dokumentation nicht gelesen,0.58,21.12.2021 08:07,Service Request,E-Mail,no,link to english site,https://applsupport.hslu.ch/webhelp/index.html?hm_links-einfuegen.htm,,,
,20220119-0035,Geschlossen,WG: Website_ Austausch Dokumente,"ich brauche kurz Eure Hilfe. Ich möchte ein pdf austauschen auf der DE und der EN Seite (das gleiche englischsprachige pdf!) und schaffe folgendes nicht:
 
Die Linkbeschreibung DE / EN zu trennen, ändere ich das eine, ändert es auch das andere
Auf der EN-Seite steht ausserdem in Klammern (only in German) obwohl das Dokument ja auf EN ist! Wie kriege ich das weg?
 
","Damit der Hinweis ""only in German"" verschwindet, musst du in der Media Library vom Dokument eine englische Version anlegen. In der Media-Library ist es möglich, von einem Bild- oder Dokument-Item auch eine Sprachversion (EN) zu erstellen. So kann kann z.B. bei einem PDF-Item in der englischen Version auch ein englisches Dokument hochgeladen werden. Wird solch ein File-Item, zum Beispiel mit einer Link und Download Liste verlinkt, stellt Sitecoreautomatisch das richtige Dokument (PDF) entsprechen der aktuellen Sprache zur Verfügung. Dazu musst du in der Media Library in demselben Item, indem sich die deutsche Version befindet, die Sprache oben Rechts wechseln und dann das englische Dokument dort anhängen. Mehr dazu findest du [hier](https://applsupport.hslu.ch/webhelp/index.html?hm_file-item-englische-version-er.htm)",Dokumentation nicht gelesen,1.21,19.01.2022 09:14,Service Request,E-Mail,no,warning only in german,https://applsupport.hslu.ch/webhelp/index.html?hm_file-item-englische-version-er.htm,,,
,20220201-0006,Geschlossen,engl. Seite mit de Inhalt,"Ich habe gestern diese engl. Seite erstellt: (nachdem zuerst die DE-Seite erstellt wurde)
https://www.hslu.ch/en/lucerne-school-of-engineering-architecture/continuing-education/technik/cas-agile-product-engineering/interview-karcher/
 
Nun zeigt es mir in Sitecore eingeloggt allen Inhalt des Interviews darin in DE an. 
Wie kann das sein?
","Sprachversionen gibt es nicht nur für Seiten sondern auch für Elemente und Datein. 
- Wenn ein Element auf der englischen Seite einen anderen Text enthalten soll, muss zuerst eine englische Version dieses Elements erstellt werden.
- Damit auf der englischen Seite das englische Bild dargestellt wird, muss in der Media Library eine englische Version der Grafik hinterlegt werden. Dann wird auf der Seite die Grafik der Sprache nach gewechselt.
 Mehr dazu [hier](https://applsupport.hslu.ch/webhelp/index.html?hm_sprachversion.htm)",Dokumentation nicht gelesen,6.28,01.02.2022 07:56,Service Request,E-Mail,no,german english element versions,https://applsupport.hslu.ch/webhelp/index.html?hm_sprachversion.htm,,,
,20220201-0181,Geschlossen,«Some content is not available in English» obwohl alles übersetzt?,"ich habe unten folgendes Problem (siehe Betreff) erhalten und auf der Support-Seite eigentlich auch die Antwort dazu gefunden.
Leider weiss ich nun nur nicht, wie ich im Backend eine englische Version des Kontaktteaser erstellen müsste? Ich sehe nur, auch im Backend, dass eine englische Version vorhanden ist.
","Falls alle Texte auf englisch übersetzt wurden, und die Meldung 'Some Content is only available in German' immer noch erscheint, liegt es daran, dass es von mindestens einem Element auf der Seite noch keine Englische Version gibt. Damit die Meldung verschwindet muss von jedem Element, auch Bilder und PDFs, eine englische Version erstellt werden. Im Backend kannst du jedes Element durchgehen und so leicht nachschauen, welche Items noch keine englische Version besitzt.
Oftmals ist es der Kontaktteaser. Es sieht auf englisch dann korrekt aus, weil Sitecore automatisch die korrekte Berufsbezeichnung übernimmt, Sitecore merkt aber auch, dass nichts angepasst wurde und geht dann davon aus, dass es noch deutsch ist. Es muss dann einfach eine englische Version davon im Backend angelegt werden. 
Die Meldung wird auch oft durch PDFs ausgelöst, die nur in einer Sprachversion vorhanden sind. Korrekt wuerde man ein PDF mit nur deutschen Infos hochladen und dann von demselben PDF-Item noch eine englische Version erstellen und das in der englischen Seitenversion anhängen. 
Bitte auch die Alt-Texte der Bilder kontrollieren.  
[Hier](https://applsupport.hslu.ch/webhelp/hm_sprachversion.htm?zoom_highlightsub=englische+version) ist beschrieben, wie eine englische Version eines Elements erstellt werden kann.",Dokumentation nicht gelesen,5.95,01.02.2022 17:13,Service Request,E-Mail,no,warning some content is only available in german,no,,,
,20220614-0067,Geschlossen,Weiterleitungen,"Wir haben auf der IKM-Update Seite  
 
https://www.hslu.ch/de-ch/wirtschaft/agenda/veranstaltungen/ikm-update/
 
die Informationen der IKM-Impuls Seite integriert
 
https://www.hslu.ch/de-ch/wirtschaft/agenda/veranstaltungen/ikm-impuls/
 
und die URL der IKM-Update Seite zu IKM-Events umbenannt. 
 
https://www.hslu.ch/de-ch/wirtschaft/agenda/veranstaltungen/ikm-events/
 
Die Seite IKM-Impuls haben wir deaktiviert.
 
Darf ich euch darum bitten, die entsprechenden Weiterleitungen einzurichten?
","Wenn Seiten umbenennt, verschoben oder gelöscht werden oder die URL einer Seite geändert wird, muss vorher überlegt werden, ob Umleitungen eingerichtet werden müssen. Umleitungen sind nicht bei allen Seiten nötig. Sie werden erst dann eingerichtet wenn das Suchmaschinen Ranking der Seite relevant ist, die Seite viele Seitenaufrufe hat oder intern auf der Website viele Verlinkungen auf diese Seite führen (also eigentlich immer dann, wenn die alte URL weiterhin funktionieren soll). Wichtig ist, dass diese Umleitungen eingerichtet werden bevor die Seite umbenannt, verschoben oder gelöscht wird. Schickt bitte alle Umleitungen, die eingerichtet werden müssen an [websupport@hslu.ch](mailto:websupport@hslu.ch). Bitte die alte und neue URL angeben, sowie was mit der Seite gemacht wird (verschieben, umbenennen, löschen). Falls es mehrere Umleitungen sind gerne in einer Exceltabelle. Sobald wir die Umleitungen eingerichtet haben geben wir euch bescheid und ihr könnt dann die Seiten umbenennen, verschieben oder löschen.
Um eine Seite umzubennenen, kann so vorgegangen werden:
Um Seiten nach deren Erstellung umzubenennen ins Backend navigieren
Im Backend zur umzubenennenden Seite navigieren und den Befehl ""Home > Rename"" wählen und im folgenden Dialog den neuen Seiten-Namen inklusive Präfix eingeben.
Mehr Infos danzu [hier](https://applsupport.hslu.ch/webhelp/index.html?hm_seite_umbenennen.htm)",Dokumentation nicht gelesen,24.54,14.06.2022 11:47,Service Request,E-Mail,no,url change,https://applsupport.hslu.ch/webhelp/index.html?hm_url_bearbeiten.htm,,,
,20220704-0086,Geschlossen,Weiterleitungen und Umbenennung,"Wir vom ZLLF hatten bei uns auf der Webseite (https://www.hslu.ch/de-ch/zllf/) eine Sparte, die hiess «Weiterbildung und Beratung» .
Nun wollten wir diese aufteilen, indem ich eine Sparte «Beratung» erstellt habe und die «Weiterbildung und Beratung» in «Weiterbildung» umbenennen wollte.
Das hat eigentlich auch geklappt, sind die URLs unter «Weiterbildung» nun trotzdem noch die alten geblieben. Und auch im Content-Editor ist die Unbenennung zwar im Titel erfolgt, aber nicht links in der Navigation.
 
Wie soll ich nun vorgehen?
 
Soll ich eine neue Seite namens «Weiterbildung» erstellen und den Inhalt einfach neu machen?
Oder wie sonst?
 
Und wie läuft das dann mit den Weiterleitungen? Schlussendlich müsste ja alles was einmal zu 
https://www.hslu.ch/de-ch/zllf/weiterbildung-und-beratung/
geführt hat, zu 
https://www.hslu.ch/de-ch/zllf/weiterbildung/ 
führen.
","Wenn Seiten umbenennt, verschoben oder gelöscht werden oder die URL einer Seite geändert wird, muss vorher überlegt werden, ob Umleitungen eingerichtet werden müssen. Umleitungen sind nicht bei allen Seiten nötig. Sie werden erst dann eingerichtet wenn das Suchmaschinen Ranking der Seite relevant ist, die Seite viele Seitenaufrufe hat oder intern auf der Website viele Verlinkungen auf diese Seite führen (also eigentlich immer dann, wenn die alte URL weiterhin funktionieren soll). Wichtig ist, dass diese Umleitungen eingerichtet werden bevor die Seite umbenannt, verschoben oder gelöscht wird. Schickt bitte alle Umleitungen, die eingerichtet werden müssen an [websupport@hslu.ch](mailto:websupport@hslu.ch). Bitte die alte und neue URL angeben, sowie was mit der Seite gemacht wird (verschieben, umbenennen, löschen). Falls es mehrere Umleitungen sind gerne in einer Exceltabelle. Sobald wir die Umleitungen eingerichtet haben geben wir euch bescheid und ihr könnt dann die Seiten umbenennen, verschieben oder löschen.
Um eine Seite umzubennenen, kann so vorgegangen werden:
Um Seiten nach deren Erstellung umzubenennen ins Backend navigieren
Im Backend zur umzubenennenden Seite navigieren und den Befehl ""Home > Rename"" wählen und im folgenden Dialog den neuen Seiten-Namen inklusive Präfix eingeben.
Mehr Infos danzu [hier](https://applsupport.hslu.ch/webhelp/index.html?hm_seite_umbenennen.htm)",Dokumentation nicht gelesen,1.8,04.07.2022 10:09,Service Request,E-Mail,no,url change,https://applsupport.hslu.ch/webhelp/index.html?hm_url_bearbeiten.htm,,,
,20220915-0122,Geschlossen,Änderungen Angebot Musik-Bachelor,"Es hat im BA-Angebot des Dept. Musik Änderungen gegeben. 
 
Der Schwerpunkt Komposition wird nur im Profil Jazz angeboten. 
 

 
 
Das heisst folgendes:
Bachelor Klassik: Unterseite Schwerpunkt Komposition von Klassik nach Jazz verschieben
Bachelor Jazz: Blinde Navigation löschen (da ja Schwerpunkt Komposition hierhin verschoben wird)
Bachelor Volksmusik: Blinde Navigation «Komposition» löschen
 
Muss ich hier was berücksichtigen oder kann ich wie oben beschrieben vorgehen?
","Wenn Seiten umbenennt, verschoben oder gelöscht werden oder die URL einer Seite geändert wird, muss vorher überlegt werden, ob Umleitungen eingerichtet werden müssen. Umleitungen sind nicht bei allen Seiten nötig. Sie werden erst dann eingerichtet wenn das Suchmaschinen Ranking der Seite relevant ist, die Seite viele Seitenaufrufe hat oder intern auf der Website viele Verlinkungen auf diese Seite führen (also eigentlich immer dann, wenn die alte URL weiterhin funktionieren soll). Wichtig ist, dass diese Umleitungen eingerichtet werden bevor die Seite umbenannt, verschoben oder gelöscht wird. Schickt bitte alle Umleitungen, die eingerichtet werden müssen an [websupport@hslu.ch](mailto:websupport@hslu.ch). Bitte die alte und neue URL angeben, sowie was mit der Seite gemacht wird (verschieben, umbenennen, löschen). Falls es mehrere Umleitungen sind gerne in einer Exceltabelle. Sobald wir die Umleitungen eingerichtet haben geben wir euch bescheid und ihr könnt dann die Seiten umbenennen, verschieben oder löschen.
Um eine Seite zu verschieben kann so vorgegangen werden:
1) Auf die zu verschiebende Seite navigieren und Im Ribbon-Menü den Befehl ""Home > Move Page"" aufrufen.
2) Im Dialog Zielseite anwählen und mit ""Move"" bestätigen.
Mehr Infos danzu [hier](https://applsupport.hslu.ch/webhelp/index.html?hm_seite_verschieben.htm)",Dokumentation nicht gelesen,5.92,15.09.2022 14:45,Service Request,E-Mail,no,site move,https://applsupport.hslu.ch/webhelp/index.html?hm_seite_verschieben.htm,,,
,20221104-0140,Geschlossen,CAS Effizienz und Energie - ein längst,"Im Auftrag meiner Chefin Tine Bratrich bitte ich, den im Mail unten erwähnten Eintrag/Link zur CAS-Beschreibung Effizienz und Energie zu löschen, damit er nicht mehr gefunden wird. Leider fehlt mir die Berechtigung.
 

","Wenn Seiten umbenennt, verschoben oder gelöscht werden oder die URL einer Seite geändert wird, muss vorher überlegt werden, ob Umleitungen eingerichtet werden müssen. Umleitungen sind nicht bei allen Seiten nötig. Sie werden erst dann eingerichtet wenn das Suchmaschinen Ranking der Seite relevant ist, die Seite viele Seitenaufrufe hat oder intern auf der Website viele Verlinkungen auf diese Seite führen (also eigentlich immer dann, wenn die alte URL weiterhin funktionieren soll). Wichtig ist, dass diese Umleitungen eingerichtet werden bevor die Seite umbenannt, verschoben oder gelöscht wird. Schickt bitte alle Umleitungen, die eingerichtet werden müssen an [websupport@hslu.ch](mailto:websupport@hslu.ch). Bitte die alte und neue URL angeben, sowie was mit der Seite gemacht wird (verschieben, umbenennen, löschen). Falls es mehrere Umleitungen sind gerne in einer Exceltabelle. Sobald wir die Umleitungen eingerichtet haben geben wir euch bescheid und ihr könnt dann die Seiten umbenennen, verschieben oder löschen.
Um eine Seite zu löschen kann so vorgegangen werden:
 1) Auf die zu löschende Seite navigieren und im Ribbon-Menü den Befehl ""Home > Delete Page"" aufrufen.
2) Den Warnhinweis lesen und gegebenenfalls auf OK klicken.
3) Zeigen Links auf dieses Seite, erscheint ein weiteres Hinweisfenster. Es muss entschieden werden, was mit diesen Linkst geschehen soll 
Mehr Infos danzu [hier](https://applsupport.hslu.ch/webhelp/index.html?hm_seite_löschen.htm)",Dokumentation nicht gelesen,4.06,04.11.2022 17:06,Service Request,E-Mail,no,site delete,https://applsupport.hslu.ch/webhelp/index.html?hm_seite_löschen.htm,,,
,rasa1,,,Wie kann ich den Teaser an einer bestimmten Stelle einfügen ohne dass sich dieser willkürlich verschiebt?,"Manchmal kann es dazu kommen, dass Elemente nicht an der richtigen Stelle platziert werden. Werden z.B. mehrere Teaser platziert, werden diese automatisch angeordnet. Dies kann aber dazu führen, dass das Layout nicht wie gewünscht aussieht. Durch Einfügen eines geschützten Umbruch, kann das Layout strukturiert werden. So können unnötige Lücken vermieden werden oder einzelne Elemente linksbündig oder rechtsbündig platziert werden.
Wie das geht ist [hier](http://applsupport.hslu.ch/web12/index.html?hm_geschuetzten_umbruch_einfuegen.htm) beschrieben.
 ",Dokumentation nicht gelesen,,,,,,break,,,,
,rasa2,,,Wir haben mehrere Bildelemente auf unserer Website eingefügt. Nun gibt es zwischen den Bildern grosse Zwischenräumeund ich weiss nicht wie ich diese entfernen kann.,"Manchmal kann es dazu kommen, dass Elemente nicht an der richtigen Stelle platziert werden. Werden z.B. mehrere Teaser platziert, werden diese automatisch angeordnet. Dies kann aber dazu führen, dass das Layout nicht wie gewünscht aussieht. Durch Einfügen eines geschützten Umbruch, kann das Layout strukturiert werden. So können unnötige Lücken vermieden werden oder einzelne Elemente linksbündig oder rechtsbündig platziert werden.
Wie das geht ist [hier](http://applsupport.hslu.ch/web12/index.html?hm_geschuetzten_umbruch_einfuegen.htm) beschrieben.
 ",Dokumentation nicht gelesen,,,,,,break,,,,
,rasa3,,,"Ich habe einen weiteren Textblock auf der Seite eingefügt. Das hat dazu geführt, dass sich die anderen Elemente auf der Seite alle verschoben haben und jetzt weisse Abschände zischen den Elementen gibt. Wie entferne ich diese?","Manchmal kann es dazu kommen, dass Elemente nicht an der richtigen Stelle platziert werden. Werden z.B. mehrere Teaser platziert, werden diese automatisch angeordnet. Dies kann aber dazu führen, dass das Layout nicht wie gewünscht aussieht. Durch Einfügen eines geschützten Umbruch, kann das Layout strukturiert werden. So können unnötige Lücken vermieden werden oder einzelne Elemente linksbündig oder rechtsbündig platziert werden.
Wie das geht ist [hier](http://applsupport.hslu.ch/web12/index.html?hm_geschuetzten_umbruch_einfuegen.htm) beschrieben.
 ",Dokumentation nicht gelesen,,,,,,break,,,,
,rasa4,,,Bei mir auf der Seite hat es zwischen den Texelementen unschöne Zwischenräume. Ich kann diese nicht entfernen.,"Manchmal kann es dazu kommen, dass Elemente nicht an der richtigen Stelle platziert werden. Werden z.B. mehrere Teaser platziert, werden diese automatisch angeordnet. Dies kann aber dazu führen, dass das Layout nicht wie gewünscht aussieht. Durch Einfügen eines geschützten Umbruch, kann das Layout strukturiert werden. So können unnötige Lücken vermieden werden oder einzelne Elemente linksbündig oder rechtsbündig platziert werden.
Wie das geht ist [hier](http://applsupport.hslu.ch/web12/index.html?hm_geschuetzten_umbruch_einfuegen.htm) beschrieben.
 ",Dokumentation nicht gelesen,,,,,,break,,,,
,rasa5,,,Zwischen den Bildern auf meiner Website gibt es zu grosse Abstände.,"Manchmal kann es dazu kommen, dass Elemente nicht an der richtigen Stelle platziert werden. Werden z.B. mehrere Teaser platziert, werden diese automatisch angeordnet. Dies kann aber dazu führen, dass das Layout nicht wie gewünscht aussieht. Durch Einfügen eines geschützten Umbruch, kann das Layout strukturiert werden. So können unnötige Lücken vermieden werden oder einzelne Elemente linksbündig oder rechtsbündig platziert werden.
Wie das geht ist [hier](http://applsupport.hslu.ch/web12/index.html?hm_geschuetzten_umbruch_einfuegen.htm) beschrieben.
 ",Dokumentation nicht gelesen,,,,,,break,,,,
,rasa6,,,Wie entferne ich Lücken zwischen den Teasern?,"Manchmal kann es dazu kommen, dass Elemente nicht an der richtigen Stelle platziert werden. Werden z.B. mehrere Teaser platziert, werden diese automatisch angeordnet. Dies kann aber dazu führen, dass das Layout nicht wie gewünscht aussieht. Durch Einfügen eines geschützten Umbruch, kann das Layout strukturiert werden. So können unnötige Lücken vermieden werden oder einzelne Elemente linksbündig oder rechtsbündig platziert werden.
Wie das geht ist [hier](http://applsupport.hslu.ch/web12/index.html?hm_geschuetzten_umbruch_einfuegen.htm) beschrieben.
 ",Dokumentation nicht gelesen,,,,,,break,,,,
,rasa7,,,Ich arbeite an der Seite für unseren neuen Kurs und möchte die Teaser enger zusammenrücken. Wie kann ich Zwischenräume reduzieren?,"Manchmal kann es dazu kommen, dass Elemente nicht an der richtigen Stelle platziert werden. Werden z.B. mehrere Teaser platziert, werden diese automatisch angeordnet. Dies kann aber dazu führen, dass das Layout nicht wie gewünscht aussieht. Durch Einfügen eines geschützten Umbruch, kann das Layout strukturiert werden. So können unnötige Lücken vermieden werden oder einzelne Elemente linksbündig oder rechtsbündig platziert werden.
Wie das geht ist [hier](http://applsupport.hslu.ch/web12/index.html?hm_geschuetzten_umbruch_einfuegen.htm) beschrieben.
 ",Dokumentation nicht gelesen,,,,,,break,,,,
,rasa8,,,Auf der Projektseite sind die Bilder zu weit auseinander. Wie kann ich die Lücken schliessen?,"Manchmal kann es dazu kommen, dass Elemente nicht an der richtigen Stelle platziert werden. Werden z.B. mehrere Teaser platziert, werden diese automatisch angeordnet. Dies kann aber dazu führen, dass das Layout nicht wie gewünscht aussieht. Durch Einfügen eines geschützten Umbruch, kann das Layout strukturiert werden. So können unnötige Lücken vermieden werden oder einzelne Elemente linksbündig oder rechtsbündig platziert werden.
Wie das geht ist [hier](http://applsupport.hslu.ch/web12/index.html?hm_geschuetzten_umbruch_einfuegen.htm) beschrieben.
 ",Dokumentation nicht gelesen,,,,,,break,,,,
